Türü;Net Metrekare;Brüt Metrekare;Oda Sayısı;Binanın Yaşı;Binanın Kat Sayısı;Isıtma Tipi;Kullanım Durumu;Site İçerisinde;Banyo Sayısı;Fiyat;İl;İlçe;Mahalle
Konut;197 m²;220 m²;6+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;14.000.000;İstanbul;Üsküdar;Valide-i Atik Mahallesi
Konut;85 m²;100 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;3.280.000;İstanbul;Güngören;Haznedar Mahallesi
Konut;150 m²;175 m²;3+1;21 Ve Üzeri;7;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;11.500.000;İstanbul;Fatih;Molla Gürani Mahallesi
Konut;145 m²;160 m²;3+1;4;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;3.550.000;İstanbul;Sancaktepe;Yunus Emre Mahallesi
Konut;80 m²;95 m²;2+1;4;2;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;6.950.000;İstanbul;Çekmeköy;Merkez Mahallesi
Konut;80 m²;105 m²;2+1;5-10;16;Merkezi (Pay Ölçer);Boş;Hayır;2;6.200.000;İstanbul;Kartal;Yakacık Çarşı Mahallesi
Konut;75 m²;80 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;2.350.000;İstanbul;Fatih;Silivrikapı Mahallesi
Konut;85 m²;90 m²;2+1;21 Ve Üzeri;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;1.485.000;İstanbul;Küçükçekmece;Atatürk Mahallesi
Konut;100 m²;105 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.300.000;İstanbul;Sultanbeyli;Battalgazi Mahallesi
Konut;70 m²;75 m²;1+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;2.100.000;İstanbul;Fatih;Seyyid Ömer Mahallesi
Konut;85 m²;100 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.050.000;İstanbul;Sancaktepe;Meclis Mahallesi
Konut;150 m²;170 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;12.900.000;İstanbul;Bakırköy;Yeşilköy Mahallesi
Konut;75 m²;85 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.000.000;İstanbul;Avcılar;Merkez Mahallesi
Konut;125 m²;130 m²;3+1;4;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;6.200.000;İstanbul;Avcılar;Cihangir Mahallesi
Konut;45 m²;51 m²;1+1;5-10;27;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;2.000.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;60 m²;75 m²;2+1;16-20;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.300.000;İstanbul;Şişli;Gülbahar Mahallesi
Konut;95 m²;115 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;10.500.000;İstanbul;Bahçelievler;Bahçelievler Mahallesi
Konut;95 m²;100 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.600.000;İstanbul;Küçükçekmece;İnönü Mahallesi
Konut;68 m²;75 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.400.000;İstanbul;Küçükçekmece;Yeşilova Mahallesi
Konut;130 m²;150 m²;3+1;5-10;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;4.200.000;İstanbul;Arnavutköy;Hastane Mahallesi
Konut;125 m²;145 m²;3+1;11-15;5;Kombi Doğalgaz;Kiracı Oturuyor;Evet;2;7.500.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;80 m²;95 m²;2+1;4;2;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;6.950.000;İstanbul;Çekmeköy;Merkez Mahallesi
Konut;80 m²;105 m²;2+1;5-10;16;Merkezi (Pay Ölçer);Boş;Hayır;2;6.200.000;İstanbul;Kartal;Yakacık Çarşı Mahallesi
Konut;75 m²;80 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;2.350.000;İstanbul;Fatih;Silivrikapı Mahallesi
Konut;85 m²;90 m²;2+1;21 Ve Üzeri;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;1.485.000;İstanbul;Küçükçekmece;Atatürk Mahallesi
Konut;100 m²;105 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.300.000;İstanbul;Sultanbeyli;Battalgazi Mahallesi
Konut;70 m²;75 m²;1+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;2.100.000;İstanbul;Fatih;Seyyid Ömer Mahallesi
Konut;85 m²;100 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.050.000;İstanbul;Sancaktepe;Meclis Mahallesi
Konut;150 m²;170 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;12.900.000;İstanbul;Bakırköy;Yeşilköy Mahallesi
Konut;75 m²;85 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.000.000;İstanbul;Avcılar;Merkez Mahallesi
Konut;125 m²;130 m²;3+1;4;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;6.200.000;İstanbul;Avcılar;Cihangir Mahallesi
Konut;45 m²;51 m²;1+1;5-10;27;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;2.000.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;60 m²;75 m²;2+1;16-20;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.300.000;İstanbul;Şişli;Gülbahar Mahallesi
Konut;95 m²;115 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;10.500.000;İstanbul;Bahçelievler;Bahçelievler Mahallesi
Konut;95 m²;100 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.600.000;İstanbul;Küçükçekmece;İnönü Mahallesi
Konut;68 m²;75 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.400.000;İstanbul;Küçükçekmece;Yeşilova Mahallesi
Konut;130 m²;150 m²;3+1;5-10;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;4.200.000;İstanbul;Arnavutköy;Hastane Mahallesi
Konut;125 m²;145 m²;3+1;11-15;5;Kombi Doğalgaz;Kiracı Oturuyor;Evet;2;7.500.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;190 m²;220 m²;5+1;11-15;4;Kombi Doğalgaz;Boş;Hayır;2;5.400.000;İstanbul;Bahçelievler;Kocasinan Merkez Mahallesi
Konut;80 m²;115 m²;2+1;0 (Yeni);7;Merkezi (Pay Ölçer);Boş;Evet;2;15.625.000;İstanbul;Çekmeköy;Kirazlıdere Mahallesi
Konut;95 m²;136 m²;2+1;3;29;Merkezi (Pay Ölçer);Boş;Evet;2;5.450.000;İstanbul;Esenyurt;Orhan Gazi Mahallesi
Konut;110 m²;130 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;5.100.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;110 m²;115 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;6.500.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;70 m²;75 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.380.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;47 m²;73 m²;1+1;0 (Yeni);8;Yerden Isıtma;Boş;Evet;1;14.500.000;İstanbul;Sarıyer;Ayazağa Mahallesi
Konut;110 m²;120 m²;2+1;5-10;3;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;4.600.000;İstanbul;Küçükçekmece;Gültepe Mahallesi
Konut;85 m²;90 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;3.930.000;İstanbul;Bahçelievler;Hürriyet Mahallesi
Konut;90 m²;100 m²;2+1;11-15;8;Kombi Doğalgaz;Boş;Hayır;1;6.000.000;İstanbul;Ataşehir;Küçükbakkalköy Mahallesi
Konut;100 m²;110 m²;2+1;4;6;Kombi Doğalgaz;Boş;Hayır;1;2.599.999;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;85 m²;100 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;5.000.000;İstanbul;Çekmeköy;Kirazlıdere Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Sancaktepe;Atatürk Mahallesi
Konut;86 m²;117 m²;3+1;5-10;30;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;11.500.000;İstanbul;Ataşehir;Atatürk Mahallesi
Konut;62 m²;86 m²;1+1;3;6;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;9.250.000;İstanbul;Ümraniye;Finanskent Mahallesi
Konut;70 m²;85 m²;2+1;5-10;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;5.150.000;İstanbul;Küçükçekmece;Yeni Mahalle Mahallesi
Konut;110 m²;130 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;13.500.000;İstanbul;Kartal;Kordonboyu Mahallesi
Konut;130 m²;160 m²;3+1;5-10;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.600.000;İstanbul;Esenyurt;Selahaddin Eyyubi Mahallesi
Konut;100 m²;120 m²;2+1;5-10;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Evet;2;2.900.000;İstanbul;Büyükçekmece;Pınartepe Mahallesi
Konut;150 m²;160 m²;3+1;5-10;12;Kombi Doğalgaz;Boş;Hayır;2;5.149.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;90 m²;95 m²;2+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;1;2.899.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;105 m²;135 m²;3+1;21 Ve Üzeri;8;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;8.500.000;İstanbul;Kadıköy;19 Mayıs Mahallesi
Konut;100 m²;110 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;4.950.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;65 m²;75 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;2.220.000;İstanbul;Sultangazi;Gazi Mahallesi
Konut;95 m²;110 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.550.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;105 m²;115 m²;3+1;0 (Yeni);3;Kombi Doğalgaz;Boş;Hayır;2;6.500.000;İstanbul;Çekmeköy;Mimar Sinan Mahallesi
Konut;85 m²;105 m²;2+1;21 Ve Üzeri;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.500.000;İstanbul;Bahçelievler;Fevzi Çakmak Mahallesi
Konut;32 m²;45 m²;Stüdyo;5-10;30;Merkezi (Pay Ölçer);Boş;Evet;1;1.290.000;İstanbul;Esenyurt;Sultaniye Mahallesi
Konut;80 m²;100 m²;2+1;5-10;9;Kombi Doğalgaz;Boş;Hayır;1;14.250.000;İstanbul;Kadıköy;Suadiye Mahallesi
Konut;40 m²;56 m²;1+1;0 (Yeni);12;Yerden Isıtma;Boş;Hayır;1;9.500.000;İstanbul;Kağıthane;Hamidiye Mahallesi
Konut;70 m²;85 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;2.330.000;İstanbul;Silivri;Alibey Mahallesi
Konut;140 m²;170 m²;3+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;5.250.000;İstanbul;Avcılar;Cihangir Mahallesi
Konut;100 m²;130 m²;3+1;11-15;8;Kombi Doğalgaz;Boş;Hayır;2;15.750.000;İstanbul;Kadıköy;Erenköy Mahallesi
Konut;110 m²;120 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;5.450.000;İstanbul;Fatih;Molla Gürani Mahallesi
Konut;184 m²;210 m²;3+2;21 Ve Üzeri;4;Yerden Isıtma;Mülk Sahibi Oturuyor;Hayır;2;9.750.000;İstanbul;Maltepe;Küçükyalı Mahallesi
Konut;70 m²;75 m²;1+1;21 Ve Üzeri;4;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;2.100.000;İstanbul;Fatih;Seyyid Ömer Mahallesi
Konut;70 m²;75 m²;1+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.100.000;İstanbul;Fatih;Seyyid Ömer Mahallesi
Konut;100 m²;130 m²;3+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.300.000;İstanbul;Küçükçekmece;Kanarya Mahallesi
Konut;70 m²;75 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.500.000;İstanbul;Üsküdar;Valide-i Atik Mahallesi
Konut;80 m²;90 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;1.500.000;İstanbul;Sultanbeyli;Hamidiye Mahallesi
Konut;70 m²;80 m²;2+1;4;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.590.000;İstanbul;Sancaktepe;Yenidoğan Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);10;Merkezi (Pay Ölçer);Boş;Evet;2;4.950.000;İstanbul;Eyüpsultan;Çırçır Mahallesi
Konut;80 m²;100 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.100.000;İstanbul;Maltepe;Bağlarbaşı Mahallesi
Konut;75 m²;85 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;8.250.000;İstanbul;Üsküdar;Ferah Mahallesi
Konut;75 m²;80 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;2.650.000;İstanbul;Fatih;Koca Mustafapaşa Mahallesi
Konut;55 m²;65 m²;1+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;1.795.000;İstanbul;Bahçelievler;Çobançeşme Mahallesi
Konut;70 m²;85 m²;2+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.850.000;İstanbul;Güngören;Güneştepe Mahallesi
Konut;67 m²;83 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;8.450.000;İstanbul;Maltepe;İdealtepe Mahallesi
Konut;150 m²;170 m²;2+1;4;4;Kombi Doğalgaz;Kiracı Oturuyor;Evet;2;4.500.000;İstanbul;Esenyurt;Atatürk Mahallesi
Konut;60 m²;65 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;950.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.400.000;İstanbul;Küçükçekmece;Halkalı Merkez Mahallesi
Konut;78 m²;95 m²;2+1;0 (Yeni);9;Kombi Doğalgaz;Boş;Hayır;1;4.900.000;İstanbul;Küçükçekmece;İnönü Mahallesi
Konut;105 m²;140 m²;3+1;5-10;29;Merkezi (Pay Ölçer);Boş;Evet;2;8.000.000;İstanbul;Başakşehir;Kayabaşı Mahallesi
Konut;76 m²;95 m²;2+1;4;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.850.000;İstanbul;Çekmeköy;Merkez Mahallesi
Konut;115 m²;130 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;2;7.900.000;İstanbul;Kadıköy;Bostancı Mahallesi
Konut;135 m²;145 m²;3+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;2;4.700.000;İstanbul;Sancaktepe;Yunus Emre Mahallesi
Konut;135 m²;145 m²;3+1;5-10;7;Kombi Doğalgaz;Boş;Evet;1;5.600.000;İstanbul;Çekmeköy;Sultançiftliği Mahallesi
Konut;210 m²;230 m²;6+2;11-15;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;7.950.000;İstanbul;Ataşehir;Aşıkveysel Mahallesi
Konut;110 m²;130 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.500.000;İstanbul;Avcılar;Cihangir Mahallesi
Konut;130 m²;150 m²;3+1;3;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;15.000.000;İstanbul;Bakırköy;Zeytinlik Mahallesi
Konut;100 m²;120 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;5.350.000;İstanbul;Maltepe;Altıntepe Mahallesi
Konut;140 m²;160 m²;3+1;21 Ve Üzeri;10;Kombi Doğalgaz;Boş;Evet;1;3.700.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;280 m²;323 m²;5+1;11-15;14;Kombi Doğalgaz;Kiracı Oturuyor;Evet;3;23.300.000;İstanbul;Zeytinburnu;Seyitnizam Mahallesi
Konut;95 m²;104 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.850.000;İstanbul;Güngören;Merkez Mahallesi
Konut;65 m²;79 m²;2+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;1;1.500.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;70 m²;75 m²;2+1;5-10;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.250.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;45 m²;60 m²;1+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;5.500.000;İstanbul;Maltepe;İdealtepe Mahallesi
Konut;140 m²;150 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;6.750.000;İstanbul;Beylikdüzü;Dereağzı Mahallesi
Konut;80 m²;85 m²;2+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.130.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;100 m²;125 m²;2+1;11-15;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.050.000;İstanbul;Tuzla;Orta Mahallesi
Konut;170 m²;250 m²;5+2;4;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;8.900.000;İstanbul;Maltepe;Zümrütevler Mahallesi
Konut;65 m²;70 m²;1+1;5-10;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.350.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;100 m²;110 m²;2+1;11-15;5;Kombi Doğalgaz;Boş;Hayır;1;1.850.000;İstanbul;Esenyurt;Pınar Mahallesi
Konut;70 m²;75 m²;2+1;16-20;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.000.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;110 m²;125 m²;2+1;11-15;11;Kombi Doğalgaz;Kiracı Oturuyor;Evet;2;4.500.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;100 m²;120 m²;3+1;5-10;10;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;7.750.000;İstanbul;Kartal;Cevizli Mahallesi
Konut;120 m²;130 m²;2+1;5-10;3;Kombi Doğalgaz;Boş;Hayır;2;3.600.000;İstanbul;Şişli;Mecidiyeköy Mahallesi
Konut;110 m²;120 m²;3+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;2;3.490.000;İstanbul;Silivri;Yeni Mahallesi
Konut;90 m²;110 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;10.500.000;İstanbul;Bakırköy;Osmaniye Mahallesi
Konut;70 m²;85 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;3.150.000;İstanbul;Sultanbeyli;Ahmet Yesevi Mahallesi
Konut;110 m²;140 m²;3+1;5-10;10;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;25.000.000;İstanbul;Kadıköy;Suadiye Mahallesi
Konut;50 m²;60 m²;1+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;5.950.000;İstanbul;Maltepe;Çınar Mahallesi
Konut;110 m²;130 m²;3+1;11-15;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;4.350.000;İstanbul;Pendik;Dumlupınar Mahallesi
Konut;170 m²;220 m²;4+1;21 Ve Üzeri;10;Merkezi Doğalgaz;Boş;Hayır;3;27.450.000;İstanbul;Kadıköy;Fenerbahçe Mahallesi
Konut;95 m²;125 m²;3+1;5-10;18;Merkezi (Pay Ölçer);Boş;Hayır;2;14.750.000;İstanbul;Kadıköy;19 Mayıs Mahallesi
Konut;105 m²;130 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;2;7.900.000;İstanbul;Kadıköy;Bostancı Mahallesi
Konut;87 m²;95 m²;2+1;0 (Yeni);6;Merkezi (Pay Ölçer);Boş;Hayır;1;5.500.000;İstanbul;Kağıthane;Çeliktepe Mahallesi
Konut;115 m²;130 m²;3+1;0 (Yeni);7;Kombi Doğalgaz;Boş;Hayır;2;6.250.000;İstanbul;Kağıthane;Çağlayan Mahallesi
Konut;125 m²;150 m²;3+1;4;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.299.999;İstanbul;Esenyurt;Hürriyet Mahallesi
Konut;45 m²;79 m²;1+1;0 (Yeni);10;Kombi Doğalgaz;Boş;Hayır;1;8.750.000;İstanbul;Esenyurt;Gökevler Mahallesi
Konut;115 m²;135 m²;2+1;3;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;2.349.999;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;60 m²;80 m²;2+1;0 (Yeni);5;Yerden Isıtma;Boş;Hayır;1;6.200.000;İstanbul;Zeytinburnu;Seyitnizam Mahallesi
Konut;36 m²;75 m²;1+1;5-10;8;Merkezi (Pay Ölçer);Boş;Evet;1;3.775.000;İstanbul;Tuzla;Aydıntepe Mahallesi
Konut;86 m²;118 m²;2+1;5-10;9;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;2;7.000.000;İstanbul;Sancaktepe;Veysel Karani Mahallesi
Konut;95 m²;120 m²;3+1;1;5;Merkezi (Pay Ölçer);Boş;Hayır;2;9.400.000;İstanbul;Zeytinburnu;Seyitnizam Mahallesi
Konut;105 m²;117 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;6.500.000;İstanbul;Bakırköy;Zuhuratbaba Mahallesi
Konut;75 m²;85 m²;2+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;7.250.000;İstanbul;Maltepe;Altayçeşme Mahallesi
Konut;1 m²;140 m²;3+1;16-20;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;Yok;4.750.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;55 m²;70 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.380.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;110 m²;120 m²;3+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;9.500.000;İstanbul;Maltepe;Altıntepe Mahallesi
Konut;58 m²;68 m²;1+1;5-10;10;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;4.550.000;İstanbul;Sultanbeyli;Adil Mahallesi
Konut;144 m²;200 m²;4+1;0 (Yeni);15;Merkezi (Pay Ölçer);Boş;Hayır;2;44.000.000;İstanbul;Kadıköy;Fenerbahçe Mahallesi
Konut;140 m²;150 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.500.000;İstanbul;Küçükçekmece;İnönü Mahallesi
Konut;82 m²;110 m²;2+1;2;14;Merkezi (Pay Ölçer);Boş;Hayır;2;16.250.000;İstanbul;Kadıköy;Suadiye Mahallesi
Konut;85 m²;90 m²;2+1;21 Ve Üzeri;6;Kombi Doğalgaz;Boş;Hayır;1;2.200.000;İstanbul;Bağcılar;Çınar Mahallesi
Konut;70 m²;75 m²;1+1;11-15;1;Kombi Doğalgaz;Boş;Hayır;1;2.275.000;İstanbul;Küçükçekmece;Mehmet Akif Mahallesi
Konut;100 m²;110 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;3.400.000;İstanbul;Fatih;İskenderpaşa Mahallesi
Konut;110 m²;125 m²;2+1;4;5;Kombi Doğalgaz;Boş;Evet;2;4.390.000;İstanbul;Büyükçekmece;Pınartepe Mahallesi
Konut;70 m²;85 m²;2+1;5-10;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.100.000;İstanbul;Bahçelievler;Cumhuriyet Mahallesi
Konut;175 m²;180 m²;4+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.700.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);3;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Sancaktepe;Atatürk Mahallesi
Konut;75 m²;85 m²;2+1;21 Ve Üzeri;6;Doğalgaz Sobalı;Boş;Hayır;1;1.550.000;İstanbul;Bahçelievler;Çobançeşme Mahallesi
Konut;89 m²;90 m²;3+1;21 Ve Üzeri;3;Kombi Doğalgaz;Boş;Hayır;1;2.675.000;İstanbul;Fatih;Haseki Sultan Mahallesi
Konut;130 m²;150 m²;3+1;11-15;4;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;2;12.000.000;İstanbul;Eyüpsultan;Göktürk Merkez Mahallesi
Konut;160 m²;190 m²;4+2;11-15;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;4.600.000;İstanbul;Pendik;Dumlupınar Mahallesi
Konut;65 m²;75 m²;1+1;21 Ve Üzeri;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;1.450.000;İstanbul;Esenler;Kemer Mahallesi
Konut;95 m²;110 m²;3+1;5-10;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;6.900.000;İstanbul;Bayrampaşa;Yenidoğan Mahallesi
Konut;90 m²;110 m²;3+1;16-20;7;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;3;4.000.000;İstanbul;Maltepe;Fındıklı Mahallesi
Konut;190 m²;220 m²;4+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;5.000.000;İstanbul;Arnavutköy;Hadımköy Mahallesi
Konut;55 m²;73 m²;1+1;5-10;24;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;5.500.000;İstanbul;Maltepe;Cevizli Mahallesi
Konut;140 m²;150 m²;3+1;16-20;3;Kombi Doğalgaz;Kiracı Oturuyor;Evet;3;11.400.000;İstanbul;Zeytinburnu;Nuripaşa Mahallesi
